Seq_name	Read1	Read2	Instrument_run	ID_sample	Bldg_loc_ID	Bldg_ID	Temp_degC	pH	Hardness	CFU_L	Country	City	Season_year	Time_point	Building_type	Location_in_building
36	36.V3V4_1.fastq.gz	36.V3V4_2.fastq.gz	M01607_357	H-FPB	A_B2_FPB	A_B2	63.3	7.6	144	0	Greece	Athens	Spring2018	2018-04	Hotel	FPB
29	29.V3V4_1.fastq.gz	29.V3V4_2.fastq.gz	M01607_357	HO-MW	A_B3_MW	A_B3	17.7	7.7	144	0	Greece	Athens	Spring2018	2018-04	Hospital	MW
30	30.V3V4_1.fastq.gz	30.V3V4_2.fastq.gz	M01607_357	HO-Bb	A_B3_BB	A_B3	50.1	NA	NA	13	Greece	Athens	Spring2018	2018-04	Hospital	BB
31	31.V3V4_1.fastq.gz	31.V3V4_2.fastq.gz	M01607_357	HO-HRW	A_B3_HRW	A_B3	51.5	NA	NA	4.5	Greece	Athens	Spring2018	2018-04	Hospital	HRW
32	32.V3V4_1.fastq.gz	32.V3V4_2.fastq.gz	M01607_357	HO_FPB	A_B3_FPB	A_B3	42.3	7.7	144	150000	Greece	Athens	Spring2018	2018-04	Hospital	FPB
1552A	1552A_V3V4_FWD.fastq.gz	1552A_V3V4_REV.fastq.gz	DE18INS60512_124	HO1-MW	R_B1_MW	R_B1	13	7.1	29	0	Italy	Rome	Winter2017	2017-01	Hospital	MW
1550A	1550A_V3V4_FWD.fastq.gz	1550A_V3V4_REV.fastq.gz	DE18INS60512_124	HO1-Bb	R_B1_BB	R_B1	48	NA	NA	0	Italy	Rome	Winter2017	2017-01	Hospital	BB
1574A	1574A_V3V4_FWD.fastq.gz	1574A_V3V4_REV.fastq.gz	DE18INS60512_124	HO2-MW	R_B2_MW	R_B2	13.3	7.4	31	0	Italy	Rome	Winter2017	2017-01	Hospital	MW
1573A	1573A_V3V4_FWD.fastq.gz	1573A_V3V4_REV.fastq.gz	DE18INS60512_124	HO2-Bb	R_B2_BB	R_B2	48	NA	NA	0	Italy	Rome	Winter2017	2017-01	Hospital	BB
1572A	1572A_V3V4_FWD.fastq.gz	1572A_V3V4_REV.fastq.gz	DE18INS60512_124	HO2-HRW	R_B2_HRW	R_B2	57.3	NA	NA	50	Italy	Rome	Winter2017	2017-01	Hospital	HRW
1575A	1575A_V3V4_FWD.fastq.gz	1575A_V3V4_REV.fastq.gz	DE18INS60512_124	HO2-FHO1	R_B2_FPB	R_B2	51.2	7.3	31	900	Italy	Rome	Winter2017	2017-01	Hospital	FPB
1595_A	1595_A_V3V4_FWD.fastq.gz	1595_A_V3V4_REV.fastq.gz	DE18INS60512_124	HO3-MW	R_B3_MW	R_B3	12	7.4	31	0	Italy	Rome	Winter2017	2017-01	Hospital	MW
1596A	1596A_V3V4_FWD.fastq.gz	1596A_V3V4_REV.fastq.gz	DE18INS60512_124	HO3-Bb	R_B3_BB	R_B3	54	NA	NA	0	Italy	Rome	Winter2017	2017-01	Hospital	BB
1597_A	1597_A_V3V4_FWD.fastq.gz	1597_A_V3V4_REV.fastq.gz	DE18INS60512_124	HO3-HRW	R_B3_HRW	R_B3	55	NA	NA	0	Italy	Rome	Winter2017	2017-01	Hospital	HRW
1598A	1598A_V3V4_FWD.fastq.gz	1598A_V3V4_REV.fastq.gz	DE18INS60512_124	HO3-FHO1	R_B3_FPB	R_B3	45	7.5	0	0	Italy	Rome	Winter2017	2017-01	Hospital	FPB
1796A	1796A_1.fastq.gz	1796A_2.fastq.gz	DE18INS60510_349	HO1-MW	R_B1_MW	R_B1	16.1	7.9	1	0	Italy	Rome	Summer2017	2017-07	Hospital	MW
1798A	1798A_1.fastq.gz	1798A_2.fastq.gz	DE18INS60510_349	HO1-Bb	R_B1_BB	R_B1	46.6	8.1	3	0	Italy	Rome	Summer2017	2017-07	Hospital	BB
1797A	1797A_1.fastq.gz	1797A_2.fastq.gz	DE18INS60510_349	HO1-HRW	R_B1_HRW	R_B1	46.1	7.9	3	0	Italy	Rome	Summer2017	2017-07	Hospital	HRW
1799A	1799A_1.fastq.gz	1799A_2.fastq.gz	DE18INS60510_349	HO1_FHO1	R_B1_FPB	R_B1	43.2	7.7	3	0	Italy	Rome	Summer2017	2017-07	Hospital	FPB
1792A	1792A_1.fastq.gz	1792A_2.fastq.gz	DE18INS60510_349	HO2-MW	R_B2_MW	R_B2	14.2	7.8	35	0	Italy	Rome	Summer2017	2017-07	Hospital	MW
1794A	1794A_1.fastq.gz	1794A_2.fastq.gz	DE18INS60510_349	HO2-Bb	R_B2_BB	R_B2	54.5	7.6	37	550	Italy	Rome	Summer2017	2017-07	Hospital	BB
1793A	1793A_1.fastq.gz	1793A_2.fastq.gz	DE18INS60510_349	HO2-HRW	R_B2_HRW	R_B2	54	7.4	37	1300	Italy	Rome	Summer2017	2017-07	Hospital	HRW
1795A	1795A_1.fastq.gz	1795A_2.fastq.gz	DE18INS60510_349	HO2-FHO1	R_B2_FPB	R_B2	52.1	7.7	33	1950	Italy	Rome	Summer2017	2017-07	Hospital	FPB
1788A	1788A_1.fastq.gz	1788A_2.fastq.gz	DE18INS60510_349	HO3-MW	R_B3_MW	R_B3	17	7.8	0	0	Italy	Rome	Summer2017	2017-07	Hospital	MW
1790A	1790A_1.fastq.gz	1790A_2.fastq.gz	DE18INS60510_349	HO3-Bb	R_B3_BB	R_B3	58	7.9	2	0	Italy	Rome	Summer2017	2017-07	Hospital	BB
1789A	1789A_1.fastq.gz	1789A_2.fastq.gz	DE18INS60510_349	HO3-HRW	R_B3_HRW	R_B3	56	7.9	2	0	Italy	Rome	Summer2017	2017-07	Hospital	HRW
1791A	1791A_1.fastq.gz	1791A_2.fastq.gz	DE18INS60510_349	HO3-FHO1	R_B3_FPB	R_B3	49.2	7.8	7	0	Italy	Rome	Summer2017	2017-07	Hospital	FPB
1829A	1829A_1.fastq.gz	1829A_2.fastq.gz	DE18INS60510_349	HO1-MW	R_B1_MW	R_B1	13.9	7.5	0	0	Italy	Rome	Autumn2017	2017-10	Hospital	MW
1831A	1831A_1.fastq.gz	1831A_2.fastq.gz	DE18INS60510_349	HO1-Bb	R_B1_BB	R_B1	14.6	7.6	0	600	Italy	Rome	Autumn2017	2017-10	Hospital	BB
1830A	1830A_1.fastq.gz	1830A_2.fastq.gz	DE18INS60510_349	HO1-HRW	R_B1_HRW	R_B1	47.4	7.4	2	35000	Italy	Rome	Autumn2017	2017-10	Hospital	HRW
1832A	1832A_1.fastq.gz	1832A_2.fastq.gz	DE18INS60510_349	HO1_FHO1	R_B1_FPB	R_B1	46	7.5	1.2	115000	Italy	Rome	Autumn2017	2017-10	Hospital	FPB
1825A	1825A_1.fastq.gz	1825A_2.fastq.gz	DE18INS60510_349	HO2-MW	R_B2_MW	R_B2	12.6	7.4	32	0	Italy	Rome	Autumn2017	2017-10	Hospital	MW
1826A	1826A_1.fastq.gz	1826A_2.fastq.gz	DE18INS60510_349	HO2-Bb	R_B2_BB	R_B2	63.5	7.5	31.2	0	Italy	Rome	Autumn2017	2017-10	Hospital	BB
1827A	1827A_1.fastq.gz	1827A_2.fastq.gz	DE18INS60510_349	HO2-HRW	R_B2_HRW	R_B2	60	7.2	30.4	0	Italy	Rome	Autumn2017	2017-10	Hospital	HRW
1828A	1828A_1.fastq.gz	1828A_2.fastq.gz	DE18INS60510_349	HO2-FHO1	R_B2_FPB	R_B2	45.2	7.3	30.8	0	Italy	Rome	Autumn2017	2017-10	Hospital	FPB
1833A	1833A_1.fastq.gz	1833A_2.fastq.gz	DE18INS60510_349	HO3-MW	R_B3_MW	R_B3	13	7.4	32	0	Italy	Rome	Autumn2017	2017-10	Hospital	MW
1834A	1834A_1.fastq.gz	1834A_2.fastq.gz	DE18INS60510_349	HO3-Bb	R_B3_BB	R_B3	65	7.9	1.2	0	Italy	Rome	Autumn2017	2017-10	Hospital	BB
1835A	1835A_1.fastq.gz	1835A_2.fastq.gz	DE18INS60510_349	HO3-HRW	R_B3_HRW	R_B3	60	7.6	1.6	0	Italy	Rome	Autumn2017	2017-10	Hospital	HRW
1836A	1836A_1.fastq.gz	1836A_2.fastq.gz	DE18INS60510_349	HO3-FHO1	R_B3_FPB	R_B3	55	7.6	1.2	0	Italy	Rome	Autumn2017	2017-10	Hospital	FPB
2033A	2033A_1.fastq.gz	2033A_2.fastq.gz	DE18INS60510_349	HO1-MW	R_B1_MW	R_B1	12.5	7.5	46	0	Italy	Rome	Winter2018	2018-01	Hospital	MW
2034A	2034A_1.fastq.gz	2034A_2.fastq.gz	DE18INS60510_349	HO1-Bb	R_B1_BB	R_B1	59.5	7.5	47	0	Italy	Rome	Winter2018	2018-01	Hospital	BB
2035A	2035A_1.fastq.gz	2035A_2.fastq.gz	DE18INS60510_349	HO1-HRW	R_B1_HRW	R_B1	58	7.8	45	70000	Italy	Rome	Winter2018	2018-01	Hospital	HRW
2036A	2036A_1.fastq.gz	2036A_2.fastq.gz	DE18INS60510_349	HO1_FHO1	R_B1_FPB	R_B1	60	7.4	47	500	Italy	Rome	Winter2018	2018-01	Hospital	FPB
2037A	2037A_1.fastq.gz	2037A_2.fastq.gz	DE18INS60510_349	HO2-MW	R_B2_MW	R_B2	12.6	7.4	0	0	Italy	Rome	Winter2018	2018-01	Hospital	MW
2038A	2038A_1.fastq.gz	2038A_2.fastq.gz	DE18INS60510_349	HO2-Bb	R_B2_BB	R_B2	56	7.4	1	0	Italy	Rome	Winter2018	2018-01	Hospital	BB
2039A	2039A_1.fastq.gz	2039A_2.fastq.gz	DE18INS60510_349	HO2-HRW	R_B2_HRW	R_B2	60.2	7.5	1	0	Italy	Rome	Winter2018	2018-01	Hospital	HRW
2040A	2040A_1.fastq.gz	2040A_2.fastq.gz	DE18INS60510_349	HO2-FHO1	R_B2_FPB	R_B2	47	7.8	1	0	Italy	Rome	Winter2018	2018-01	Hospital	FPB
2041A	2041A_1.fastq.gz	2041A_2.fastq.gz	DE18INS60510_349	HO3-MW	R_B3_MW	R_B3	12.6	7.6	11	0	Italy	Rome	Winter2018	2018-01	Hospital	MW
2043A	2043A_1.fastq.gz	2043A_2.fastq.gz	DE18INS60510_349	HO3-HRW	R_B3_HRW	R_B3	55	7.7	3	0	Italy	Rome	Winter2018	2018-01	Hospital	HRW
2045A	2045A_1.fastq.gz	2045A_2.fastq.gz	DE18INS60510_349	HO3-FHO1	R_B3_FPB	R_B3	49.2	7.2	3	0	Italy	Rome	Winter2018	2018-01	Hospital	FPB
